"","tractid","boomer00","total00","gisjoin","total10","boomer10","metroid","distance","boomer00t","total00t","total10t","boomer10t","lq00","lq10","lqdiff","boomerdiff","boomergro","distmiles"
"35681","12101032011",235.011001586914,738.064880371094,"G1201010032011",5127,1208,45300,31564.392578125,654123.6875,2395996,2783243,728105,1.16632580757141,0.900659680366516,-0.265666127204895,972.989013671875,414.018493652344,19.6132526397705
"35682","12101031009",511.745303630829,2576.56977653503,"G1201010031009",2676,680,45300,47556.15234375,654123.6875,2395996,2783243,728105,0.727508664131165,0.971359312534332,0.243850648403168,168.254699707031,32.8786010742188,29.5500965118408
"35683","12101031604",364.654876708984,1065.83508300781,"G1201010031604",5167,1265,45300,29098.953125,654123.6875,2395996,2783243,728105,1.25319373607635,0.935856342315674,-0.317337393760681,900.345092773438,246.903350830078,18.0812969207764
"35684","12101031208",311.989349365234,1122,"G1201010031208",3166,725,45300,45839.0625,654123.6875,2395996,2783243,728105,1.01852834224701,0.875355005264282,-0.143173336982727,413.010650634766,132.379730224609,28.4831428527832
"35685","12057011523",387.704895019531,1286.84558105469,"G1200570011523",1776,587,45300,19955.482421875,654123.6875,2395996,2783243,728105,1.10357296466827,1.26343309879303,0.159860134124756,199.295104980469,51.4038162231445,12.3997926712036
"35686","12101032904",507.997467041016,2383,"G1201010032904",2560,745,45300,35272.87890625,654123.6875,2395996,2783243,728105,0.780843019485474,1.11243188381195,0.331588864326477,237.002532958984,46.6542739868164,21.9176044464111
"35687","12101033009",568.357299804688,2877,"G1201010033009",3019,689,45300,42644.63671875,654123.6875,2395996,2783243,728105,0.723615407943726,0.872395098209381,0.148779690265656,120.642700195312,21.2265586853027,26.4982147216797
"35688","12053040702",816.157653808594,2969,"G1200530040702",5029,1633,45300,69423.1328125,654123.6875,2395996,2783243,728105,1.00690865516663,1.24125683307648,0.234348177909851,816.842346191406,100.083892822266,43.1376419067383
"35689","12101031506",853.569030761719,3380,"G1201010031506",4053,877,45300,36443.03515625,654123.6875,2395996,2783243,728105,0.925013720989227,0.827142059803009,-0.0978716611862183,23.4309692382812,2.74505853652954,22.6447086334229
"35690","12101030501",451.695648193359,2011,"G1201010030501",1923,504,45300,37677.859375,654123.6875,2395996,2783243,728105,0.822735130786896,1.0018630027771,0.179127871990204,52.3043518066406,11.5795564651489,23.411994934082
"35691","12057013806",225.304550170898,876,"G1200570013806",1207,281,45300,16408.203125,654123.6875,2395996,2783243,728105,0.942089319229126,0.889930665493011,-0.0521586537361145,55.6954498291016,24.7200736999512,10.1956100463867
"35692","12057010105",1178,4003,"G1200570010105",4788,1329,45300,26300.525390625,654123.6875,2395996,2783243,728105,1.07791841030121,1.06103074550629,-0.0168876647949219,151,12.8183364868164,16.3424301147461
"35693","12057000101",615.426879882812,2398,"G1200570000101",4308,546,45300,12035.9873046875,654123.6875,2395996,2783243,728105,0.9400554895401,0.484477996826172,-0.455577492713928,-69.4268798828125,-11.2810935974121,7.47883415222168
"35694","12057013319",257.888458251953,907.179565429688,"G1200570013319",4640,893,45300,12911.8818359375,654123.6875,2395996,2783243,728105,1.04127359390259,0.735682785511017,-0.305590808391571,635.111572265625,246.273742675781,8.02309131622314
"35695","12103025208",410.502685546875,1712.99987792969,"G1201030025208",1579,480,45300,23181.58203125,654123.6875,2395996,2783243,728105,0.87777841091156,1.16202700138092,0.28424859046936,69.497314453125,16.9298076629639,14.4044027328491
"35696","12101031408",641.495483398438,2974.01220703125,"G1201010031408",2294,533,45300,39652.16796875,654123.6875,2395996,2783243,728105,0.790090918540955,0.888159394264221,0.0980684757232666,-108.495483398438,-16.912899017334,24.6387767791748
"35697","12057000700",1452,6308,"G1200570000700",5724,1238,45300,8549.208984375,654123.6875,2395996,2783243,728105,0.843142807483673,0.826757490634918,-0.0163853168487549,-214,-14.7382917404175,5.31224536895752
"35698","12103024409",926.774169921875,3211,"G1201030024409",3153,1117,45300,7327.4716796875,654123.6875,2395996,2783243,728105,1.0572065114975,1.35421097278595,0.297004461288452,190.225830078125,20.5255851745605,4.55309104919434
"35699","12057011007",1237,3266,"G1200570011007",3218,1135,45300,18406.67578125,654123.6875,2395996,2783243,728105,1.38732981681824,1.3482391834259,-0.039090633392334,-102,-8.24575614929199,11.437406539917
"35700","12103025004",1409,5261,"G1201030025004",5837,1562,45300,12831.0029296875,654123.6875,2395996,2783243,728105,0.980999767780304,1.02293598651886,0.0419362187385559,153,10.8587646484375,7.97283554077148
"35701","12057013409",1468.2303526476,4121.03850257397,"G1200570013409",4697,1353,45300,23354.93359375,654123.6875,2395996,2783243,728105,1.30500972270966,1.10111927986145,-0.203890442848206,-115.230354309082,-7.84824752807617,14.5121192932129
"35702","12057011108",400,1539,"G1200570011108",1444,443,45300,15942.1591796875,654123.6875,2395996,2783243,728105,0.952023327350616,1.17271816730499,0.220694839954376,43,10.75,9.9060230255127
"35703","12101032901",588.258117675781,2759.50024414062,"G1201010032901",4526,1117,45300,40633.2578125,654123.6875,2395996,2783243,728105,0.780842959880829,0.943399727344513,0.162556767463684,528.741882324219,89.8826293945312,25.2483978271484
"35704","12103025107",883,3338,"G1201030025107",3613,1175,45300,14887.828125,654123.6875,2395996,2783243,728105,0.968948245048523,1.24316000938416,0.274211764335632,292,33.0690841674805,9.25089073181152
"35705","12057013204",649,2609,"G1200570013204",2946,854,45300,22246.5078125,654123.6875,2395996,2783243,728105,0.911164581775665,1.10810840129852,0.196943819522858,205,31.5870571136475,13.8233737945557
"35706","12103026910",1211.24816894531,5111.82666015625,"G1201030026910",5067,1364,45300,28449.94140625,654123.6875,2395996,2783243,728105,0.867927074432373,1.02901232242584,0.161085247993469,152.751831054688,12.6111097335815,17.6780185699463
"35707","12057013307",836,3658,"G1200570013307",3888,753,45300,15231.607421875,654123.6875,2395996,2783243,728105,0.837122082710266,0.740330815315247,-0.0967912673950195,-83,-9.92822933197021,9.46450519561768
"35708","12103025505",456.168614387512,1748.91058731079,"G1201030025505",2462,496,45300,23564.5078125,654123.6875,2395996,2783243,728105,0.955397307872772,0.770106434822083,-0.18529087305069,39.8313865661621,8.73172473907471,14.6423425674438
"35709","12103024301",1206,3961,"G1201030024301",3838,1118,45300,6603.75341796875,654123.6875,2395996,2783243,728105,1.11524093151093,1.11350953578949,-0.00173139572143555,-88,-7.29684925079346,4.10339212417603
"35710","12101031705",1003,3983,"G1201010031705",4316,1199,45300,37603.0390625,654123.6875,2395996,2783243,728105,0.922394812107086,1.06192743778229,0.139532625675201,196,19.5413761138916,23.3655033111572
"35711","12103026911",737.752997694886,4156.17690726463,"G1201030026911",3791,904,45300,27153.57421875,654123.6875,2395996,2783243,728105,0.650194346904755,0.911531686782837,0.261337339878082,166.247009277344,22.534236907959,16.8724899291992
"35712","12103025014",1688,5060,"G1201030025014",4537,1441,45300,11818.8251953125,654123.6875,2395996,2783243,728105,1.22193515300751,1.21409404277802,-0.00784111022949219,-247,-14.6327018737793,7.34389591217041
"35713","12053040801",424.564971923828,3476,"G1200530040801",3686,990,45300,66545.7265625,654123.6875,2395996,2783243,728105,0.447394460439682,1.02668440341949,0.57928991317749,565.43505859375,133.17985534668,41.3497009277344
"35714","12057010305",804.292640447617,2883.09051346779,"G1200570010305",3665,1012,45300,15299.6298828125,654123.6875,2395996,2783243,728105,1.02183794975281,1.05551314353943,0.0336751937866211,207.707366943359,25.8248481750488,9.50677299499512
"35715","12057011906",1093.53015136719,4167,"G1200570011906",4375,966,45300,7003.83642578125,654123.6875,2395996,2783243,728105,0.961243629455566,0.844026684761047,-0.117216944694519,-127.530151367188,-11.6622438430786,4.35199308395386
"35716","12057004300",511,2988,"G1200570004300",3052,464,45300,1948.86535644531,654123.6875,2395996,2783243,728105,0.626421332359314,0.581153094768524,-0.0452682375907898,-47,-9.19765186309814,1.21097183227539
"35717","12103026811",1937,6236,"G1201030026811",5991,2000,45300,27433.751953125,654123.6875,2395996,2783243,728105,1.13775753974915,1.27610909938812,0.138351559638977,63,3.25245213508606,17.0465850830078
"35718","12057011709",71.4721527099609,238.817367553711,"G1200570011709",870,234,45300,20410.4609375,654123.6875,2395996,2783243,728105,1.09621858596802,1.02814340591431,-0.0680751800537109,162.527847290039,227.400238037109,12.6825037002563
"35719","12057010813",508.684631347656,4203,"G1200570010813",4923,380,45300,14402.6923828125,654123.6875,2395996,2783243,728105,0.443318068981171,0.295060366392136,-0.148257702589035,-128.684631347656,-25.2975273132324,8.94944000244141
"35720","12103023300",763,2496,"G1201030023300",2354,670,45300,2165.62084960938,654123.6875,2395996,2783243,728105,1.11971163749695,1.08799135684967,-0.0317202806472778,-93,-12.1887283325195,1.34565770626068
"35721","12103025411",501.660321712494,1730.83805656433,"G1201030025411",1939,425,45300,17813.5625,654123.6875,2395996,2783243,728105,1.0616455078125,0.837853789329529,-0.223791718482971,-76.6603240966797,-15.2813205718994,11.0688619613647
"35722","12057005800",1492,4356,"G1200570005800",4363,1249,45300,5616.8173828125,654123.6875,2395996,2783243,728105,1.25460541248322,1.09429478645325,-0.160310626029968,-243,-16.2868633270264,3.49013710021973
"35723","12057011417",1545.68542480469,4777.52392578125,"G1200570011417",4528,1201,45300,15545.3525390625,654123.6875,2395996,2783243,728105,1.18507122993469,1.01389670372009,-0.1711745262146,-344.685424804688,-22.2998428344727,9.65945816040039
"35724","12103025106",668,2774,"G1201030025106",2221,804,45300,14122.7939453125,654123.6875,2395996,2783243,728105,0.8820561170578,1.38377225399017,0.501716136932373,136,20.359281539917,8.77551937103271
"35725","12103025017",678.126953125,2850,"G1201030025017",2569,777,45300,11494.681640625,654123.6875,2395996,2783243,728105,0.8715500831604,1.1561496257782,0.284599542617798,98.873046875,14.5803155899048,7.14248180389404
"35726","12103022302",1031.57775878906,3596.04223632812,"G1201030022302",3628,1124,45300,8338.453125,654123.6875,2395996,2783243,728105,1.05075967311859,1.18428480625153,0.133525133132935,92.4222412109375,8.95930957794189,5.18128728866577
"35727","12057004200",505,1530,"G1200570004200",1055,302,45300,1997.44140625,654123.6875,2395996,2783243,728105,1.20899963378906,1.09423744678497,-0.114762187004089,-203,-40.1980209350586,1.24115562438965
"35728","12103024005",1077,3287,"G1201030024005",3095,949,45300,5150.67822265625,654123.6875,2395996,2783243,728105,1.20016849040985,1.17209458351135,-0.0280739068984985,-128,-11.8848657608032,3.20049095153809
"35729","12103028402",495,1345,"G1201030028402",1269,503,45300,7709.22265625,654123.6875,2395996,2783243,728105,1.34805965423584,1.51517736911774,0.167117714881897,8,1.61616158485413,4.79030084609985
"35730","12057013801",507,2030,"G1200570013801",2721,510,45300,15047.892578125,654123.6875,2395996,2783243,728105,0.914825201034546,0.716471195220947,-0.198354005813599,3,0.59171599149704,9.35035037994385
"35731","12057011010",853,2795,"G1200570011010",5199,865,45300,16457.599609375,654123.6875,2395996,2783243,728105,1.11787545681,0.635994553565979,-0.481880903244019,12,1.40679955482483,10.2263040542603
"35732","12103028004",605.6611328125,2168,"G1201030028004",1984,732,45300,11695.873046875,654123.6875,2395996,2783243,728105,1.02328503131866,1.41034877300262,0.38706374168396,126.3388671875,20.8596630096436,7.26749658584595
"35733","12053041203",766.638366699219,3846.59057617188,"G1200530041203",4029,1092,45300,61876.31640625,654123.6875,2395996,2783243,728105,0.730030179023743,1.03605425357819,0.306024074554443,325.361633300781,42.4400405883789,38.4482574462891
"35734","12101031605",945.790832519531,2764.4140625,"G1201010031605",3078,1195,45300,26396.15234375,654123.6875,2395996,2783243,728105,1.25319373607635,1.48407685756683,0.230883121490479,249.209167480469,26.3492889404297,16.4018497467041
"35735","12101031706",311,2116,"G1201010031706",3276,755,45300,34579.921875,654123.6875,2395996,2783243,728105,0.538357734680176,0.88096809387207,0.342610359191895,444,142.765274047852,21.4870204925537
"35736","12057011413",1767,5155,"G1200570011413",5763,1589,45300,16615.37109375,654123.6875,2395996,2783243,728105,1.25555026531219,1.05397999286652,-0.201570272445679,-178,-10.0735712051392,10.3243389129639
"35737","12057010103",1187,3969,"G1200570010103",4661,1407,45300,32267.6953125,654123.6875,2395996,2783243,728105,1.09545826911926,1.15391039848328,0.0584521293640137,220,18.5341205596924,20.0502662658691
"35738","12057002900",649,2218,"G1200570002900",1922,524,45300,2973.10913085938,654123.6875,2395996,2783243,728105,1.07178914546967,1.04216146469116,-0.0296276807785034,-125,-19.2604007720947,1.84740900993347
"35739","12103025013",1293.05946493149,4321.86704063416,"G1201030025013",4202,1201,45300,14027.3583984375,654123.6875,2395996,2783243,728105,1.09590601921082,1.09255695343018,-0.00334906578063965,-92.0594635009766,-7.11950731277466,8.71621799468994
"35740","12103024512",309.778625488281,2673,"G1201030024512",2949,945,45300,12918.0087890625,654123.6875,2395996,2783243,728105,0.424500972032547,1.22493815422058,0.800437211990356,635.221374511719,205.056549072266,8.02689838409424
"35741","12103024702",604.125,2078,"G1201030024702",2085,699,45300,7104.87158203125,654123.6875,2395996,2783243,728105,1.06489670276642,1.2815283536911,0.216631650924683,94.875,15.7045316696167,4.41477346420288
"35742","12057005401",1906,5436,"G1200570005401",5465,1678,45300,2983.83154296875,654123.6875,2395996,2783243,728105,1.28430938720703,1.1737048625946,-0.110604524612427,-228,-11.9622249603271,1.85407161712646
"35743","12057012107",1098.62939453125,3950,"G1200570012107",4845,1061,45300,16860.666015625,654123.6875,2395996,2783243,728105,1.01877975463867,0.837102651596069,-0.181677103042603,-37.62939453125,-3.42512178421021,10.4767580032349
"35744","12103026815",1720,4772,"G1201030026815",4761,1705,45300,24764.052734375,654123.6875,2395996,2783243,728105,1.3202440738678,1.36893653869629,0.0486924648284912,-15,-0.872093021869659,15.3877067565918
"35745","12103027801",562.081787109375,1502,"G1201030027801",1487,546,45300,16134.091796875,654123.6875,2395996,2783243,728105,1.37074220180511,1.40358519554138,0.0328429937362671,-16.081787109375,-2.86111164093018,10.0252847671509
"35746","12103024906",1152,4184,"G1201030024906",4064,1128,45300,10376.9736328125,654123.6875,2395996,2783243,728105,1.00852584838867,1.0609929561615,0.0524671077728271,-24,-2.08333325386047,6.44796848297119
"35747","12057011804",1451,5467,"G1200570011804",5649,1356,45300,9640.5859375,654123.6875,2395996,2783243,728105,0.972175240516663,0.917582750320435,-0.054592490196228,-95,-6.54720878601074,5.99039745330811
"35748","12101030205",596.263732910156,2466,"G1201010030205",2189,712,45300,45247.23828125,654123.6875,2395996,2783243,728105,0.88566917181015,1.24334406852722,0.357674896717072,115.736267089844,19.4102478027344,28.1154003143311
"35749","12103023700",1006,2737,"G1201030023700",2588,900,45300,1959.92846679688,654123.6875,2395996,2783243,728105,1.34632337093353,1.32933783531189,-0.0169855356216431,-106,-10.5367794036865,1.21784615516663
"35750","12053040302",931.697448730469,3164,"G1200530040302",4060,1389,45300,57528.15625,654123.6875,2395996,2783243,728105,1.07861053943634,1.30777585506439,0.229165315628052,457.302551269531,49.0827293395996,35.7464294433594
"35751","12057011106",652.21286034584,2099,"G1200570011106",1920,537,45300,18188.62890625,654123.6875,2395996,2783243,728105,1.13815951347351,1.06912910938263,-0.0690304040908813,-115.212860107422,-17.6649169921875,11.3019180297852
"35752","12057014007",10.138503074646,205,"G1200570014007",2255,292,45300,22931.9609375,654123.6875,2395996,2783243,728105,0.181153267621994,0.494986563920975,0.313833296298981,281.861511230469,2780.10961914062,14.2492952346802
"35753","12057006300",1162,3531,"G1200570006300",3733,1048,45300,6462.5634765625,654123.6875,2395996,2783243,728105,1.20540952682495,1.07314991950989,-0.132259607315063,-114,-9.81067085266113,4.01566076278687
"35754","12103027326",969.746337890625,3384.00024414062,"G1201030027326",3182,869,45300,26638.544921875,654123.6875,2395996,2783243,728105,1.04967284202576,1.04394280910492,-0.0057300329208374,-100.746337890625,-10.38893699646,16.5524654388428
"35755","12057014106",735,2885,"G1200570014106",2976,788,45300,19729.841796875,654123.6875,2395996,2783243,728105,0.93318498134613,1.01216292381287,0.0789779424667358,53,7.21088457107544,12.2595853805542
"35756","12103027207",1795,5052,"G1201030027207",4856,1681,45300,32375.166015625,654123.6875,2395996,2783243,728105,1.30144953727722,1.32326292991638,0.0218133926391602,-114,-6.35097503662109,20.1170463562012
"35757","12101031206",897.557678222656,3227.86572265625,"G1201010031206",3270,967,45300,48024.1328125,654123.6875,2395996,2783243,728105,1.01852834224701,1.13040959835052,0.111881256103516,69.4423217773438,7.73680877685547,29.8408870697021
"35758","12103025506",1381.3482427597,5287.65867424011,"G1201030025506",5915,1520,45300,22315.275390625,654123.6875,2395996,2783243,728105,0.956898748874664,0.982304096221924,0.0254053473472595,138.651763916016,10.0374221801758,13.8661041259766
"35759","12057012212",488.314697265625,1705,"G1200570012212",4506,709,45300,13648.9345703125,654123.6875,2395996,2783243,728105,1.0490630865097,0.601467490196228,-0.447595596313477,220.685302734375,45.1932525634766,8.48107624053955
"35760","12057013803",438,1532,"G1200570013803",1491,389,45300,15168.3154296875,654123.6875,2395996,2783243,728105,1.0472286939621,0.997307479381561,-0.0499212145805359,-49,-11.1872148513794,9.42517757415771
"35761","12103025304",669,3781,"G1201030025304",3253,853,45300,21199.50390625,654123.6875,2395996,2783243,728105,0.648105442523956,1.00235617160797,0.354250729084015,184,27.5037364959717,13.1727933883667
"35762","12103027802",1121.91821289062,2998,"G1201030027802",2692,1131,45300,14493.6845703125,654123.6875,2395996,2783243,728105,1.37074220180511,1.60599672794342,0.235254526138306,9.081787109375,0.809487462043762,9.00598049163818
"35763","12057011605",1678.17449501157,6043.54291963577,"G1200570011605",6748,1606,45300,10596.43359375,654123.6875,2395996,2783243,728105,1.01711893081665,0.909761548042297,-0.107357382774353,-72.1744918823242,-4.30077409744263,6.58433485031128
"35764","12103027317",1669.46572351456,5380.10179376602,"G1201030027317",5132,1553,45300,29319.509765625,654123.6875,2395996,2783243,728105,1.13661456108093,1.15675640106201,0.0201418399810791,-116.465721130371,-6.97622728347778,18.2183437347412
"35765","12101030700",900,3826,"G1201010030700",3993,941,45300,40068.52734375,654123.6875,2395996,2783243,728105,0.861635863780975,0.900839507579803,0.0392036437988281,41,4.55555534362793,24.8974895477295
"35766","12103020202",978,3547,"G1201030020202",3097,958,45300,6902.6328125,654123.6875,2395996,2783243,728105,1.00995934009552,1.18244624137878,0.172486901283264,-20,-2.04498982429504,4.28910779953003
"35767","12057001300",1690,5440,"G1200570001300",5706,1604,45300,7963.08984375,654123.6875,2395996,2783243,728105,1.13792598247528,1.07455766201019,-0.0633683204650879,-86,-5.08875751495361,4.94804716110229
"35768","12057013704",793.075317382812,2796,"G1200570013704",6830,1451,45300,13918.482421875,654123.6875,2395996,2783243,728105,1.0389711856842,0.812089383602142,-0.226881802082062,657.924682617188,82.9586639404297,8.6485652923584
"35769","12103025503",893,4356,"G1201030025503",4685,1156,45300,21277.7890625,654123.6875,2395996,2783243,728105,0.750913321971893,0.943203389644623,0.192290067672729,263,29.4512882232666,13.2214384078979
"35770","12101033006",351.642700195312,1780.00012207031,"G1201010033006",1943,431,45300,42057.55078125,654123.6875,2395996,2783243,728105,0.723615348339081,0.847933113574982,0.124317765235901,79.3572998046875,22.5675945281982,26.133415222168
"35771","12057010204",1103.01342588477,3853.05076191202,"G1200570010204",5024,1140,45300,13928.7509765625,654123.6875,2395996,2783243,728105,1.0485817193985,0.867385864257812,-0.181195855140686,36.986572265625,3.35322976112366,8.65494632720947
"35772","12053041006",1066.70031738281,4514,"G1200530041006",6310,1523,45300,60368.984375,654123.6875,2395996,2783243,728105,0.865579724311829,0.922630190849304,0.0570504665374756,456.299682617188,42.7767448425293,37.5116424560547
"35773","12057006501",794.241821289062,3298,"G1200570006501",3100,740,45300,8256.9541015625,654123.6875,2395996,2783243,728105,0.882121324539185,0.912487924098969,0.0303665995597839,-54.2418212890625,-6.82938385009766,5.13064622879028
"35774","12057002100",822,2939,"G1200570002100",2701,699,45300,4629.47509765625,654123.6875,2395996,2783243,728105,1.02446806430817,0.989258289337158,-0.0352097749710083,-123,-14.9635038375854,2.87662959098816
"35775","12057014008",176.459396362305,3568,"G1200570014008",3415,512,45300,25815.650390625,654123.6875,2395996,2783243,728105,0.181153267621994,0.573107838630676,0.391954571008682,335.540588378906,190.151733398438,16.0411415100098
"35776","12101033012",396.751159667969,2065.07739257812,"G1201010033012",2224,589,45300,40181.05859375,654123.6875,2395996,2783243,728105,0.703733265399933,1.01236617565155,0.308632910251617,192.248840332031,48.4557723999023,24.967414855957
"35777","12101030903",615.008850097656,2561.34545898438,"G1201010030903",2575,696,45300,42976.8984375,654123.6875,2395996,2783243,728105,0.87950724363327,1.03321123123169,0.153703987598419,80.9911499023438,13.1691036224365,26.7046737670898
"35778","12057011303",959.107482910156,3147,"G1200570011303",2977,874,45300,12932.8876953125,654123.6875,2395996,2783243,728105,1.11634063720703,1.12225019931793,0.00590956211090088,-85.1074829101562,-8.87361240386963,8.0361442565918
"35779","12101030904",612.504760742188,2550.91674804688,"G1201010030904",2597,662,45300,42407.2421875,654123.6875,2395996,2783243,728105,0.879507184028625,0.974413156509399,0.0949059724807739,49.4952392578125,8.08079242706299,26.3507041931152
"35780","12057004600",599,2506,"G1200570004600",2958,595,45300,6952.9365234375,654123.6875,2395996,2783243,728105,0.875531911849976,0.768910706043243,-0.106621205806732,-4,-0.667779624462128,4.32036542892456
"35781","12103020400",896.808471679688,2529,"G1201030020400",2395,888,45300,2869.26977539062,654123.6875,2395996,2783243,728105,1.29890406131744,1.41730904579163,0.118404984474182,-8.8084716796875,-0.982202112674713,1.78288602828979
"35782","12101031405",428,1815,"G1201010031405",1797,401,45300,40737.16796875,654123.6875,2395996,2783243,728105,0.863760530948639,0.853008568286896,-0.0107519626617432,-27,-6.30841112136841,25.3129653930664
"35783","12103022301",961.049386024475,3040,"G1201030022301",2800,972,45300,8221.1826171875,654123.6875,2395996,2783243,728105,1.1579726934433,1.3269829750061,0.169010281562805,10.9506139755249,1.13944339752197,5.1084189414978
"35784","12101031508",421.058319091797,1352.216796875,"G1201010031508",4037,1065,45300,32987.4609375,654123.6875,2395996,2783243,728105,1.14057052135468,1.00843513011932,-0.132135391235352,643.941650390625,152.93408203125,20.4975090026855
"35785","12103021800",1053,3279,"G1201030021800",2724,818,45300,2503.53588867188,654123.6875,2395996,2783243,728105,1.1762866973877,1.14789807796478,-0.0283886194229126,-235,-22.3171882629395,1.55562889575958
