"","tractid","boomer00","total00","gisjoin","total10","boomer10","metroid","distance","boomer00t","total00t","total10t","boomer10t","lq00","lq10","lqdiff","boomerdiff","boomergro","distmiles"
"3965","55059002904",1552.28186035156,4962.8505859375,"G5500590002904",5500,1619,16980,83017.515625,2514920,9097878,9461105,2289781,1.13150203227997,1.21627581119537,0.0847737789154053,66.7181396484375,4.29806852340698,51.5848197937012
"3966","17089851910",1306.58166503906,4078,"G1700890851910",3922,1217,16980,61791,2514920,9097878,9461105,2289781,1.15905833244324,1.28212654590607,0.12306821346283,-89.5816650390625,-6.85618591308594,38.3952445983887
"3967","17031191301",1199.68347167969,5331.58984375,"G1700310191301",5397,948,16980,12847.833984375,2514920,9097878,9461105,2289781,0.814002752304077,0.725778043270111,-0.0882247090339661,-251.683471679688,-20.9791564941406,7.9832935333252
"3968","17031824116",1231.43383789062,4563.326171875,"G1700310824116",4718,1211,16980,34452.1328125,2514920,9097878,9461105,2289781,0.976215064525604,1.06055724620819,0.0843421816825867,-20.433837890625,-1.65935325622559,21.4076156616211
"3969","17043841315",1134.14270019531,3413,"G1700430841315",3405,809,16980,44337.62109375,2514920,9097878,9461105,2289781,1.20211863517761,0.981701195240021,-0.220417439937592,-325.142700195312,-28.6685886383057,27.5501880645752
"3970","18089010203",752,3040,"G1800890010203",2462,648,16980,36243.38671875,2514920,9097878,9461105,2289781,0.894870519638062,1.08751404285431,0.192643523216248,-104,-13.8297872543335,22.5206527709961
"3971","17031812700",1029,3285,"G1700310812700",3216,928,16980,12949.7666015625,2514920,9097878,9461105,2289781,1.13317227363586,1.19228434562683,0.0591120719909668,-101,-9.815354347229,8.04663181304932
"3972","17031813802",1153.52514648438,5481,"G1700310813802",5130,853,16980,10800.0693359375,2514920,9097878,9461105,2289781,0.761347949504852,0.687036156654358,-0.0743117928504944,-300.525146484375,-26.0527610778809,6.71086883544922
"3973","17031809600",979,3497,"G1700310809600",3301,815,16980,18842.626953125,2514920,9097878,9461105,2289781,1.01275169849396,1.02014052867889,0.00738883018493652,-164,-16.7517871856689,11.7082948684692
"3974","17197880502",1530,5259,"G1701970880502",5075,1361,16980,45173.77734375,2514920,9097878,9461105,2289781,1.05245661735535,1.10807716846466,0.055620551109314,-169,-11.0457515716553,28.0697536468506
"3975","17031800800",702,2395,"G1700310800800",2206,735,16980,25364.501953125,2514920,9097878,9461105,2289781,1.06034576892853,1.37666964530945,0.31632387638092,33,4.70085477828979,15.7608098983765
"3976","17031820502",1355,5052,"G1700310820502",5150,1357,16980,20342.185546875,2514920,9097878,9461105,2289781,0.970268428325653,1.08873081207275,0.118462383747101,2,0.147601470351219,12.640079498291
"3977","17031826902",533,2139,"G1700310826902",1643,364,16980,30231.232421875,2514920,9097878,9461105,2289781,0.901430726051331,0.915401756763458,0.0139710307121277,-169,-31.7073173522949,18.7848644256592
"3978","17031491000",1515,6753,"G1700310491000",5247,1147,16980,20596.796875,2514920,9097878,9461105,2289781,0.811580896377563,0.903234004974365,0.0916531085968018,-368,-24.2904281616211,12.7982883453369
"3979","17031839000",1538.509765625,5138.80615234375,"G1700310839000",7311,1169,16980,1430.69213867188,2514920,9097878,9461105,2289781,1.08306360244751,0.660671591758728,-0.422392010688782,-369.509765625,-24.0173816680908,0.888993084430695
"3980","17031821002",1481,5490,"G1700310821002",5593,1477,16980,19849.794921875,2514920,9097878,9461105,2289781,0.975885033607483,1.0911477804184,0.115262746810913,-4,-0.270087778568268,12.3341217041016
"3981","17031811702",1442,5059,"G1700310811702",5124,1286,16980,22931.0390625,2514920,9097878,9461105,2289781,1.03113734722137,1.03700244426727,0.00586509704589844,-156,-10.8183078765869,14.248722076416
"3982","17031063000",512,3183,"G1700310063000",2973,280,16980,6082.99658203125,2514920,9097878,9461105,2289781,0.5819011926651,0.389144629240036,-0.192756563425064,-232,-45.3125,3.77980828285217
"3983","17097861604",1650.00242945342,4872.00649878802,"G1700970861604",5745,1575,16980,64259.7265625,2514920,9097878,9461105,2289781,1.22515952587128,1.13276135921478,-0.0923981666564941,-75.0024261474609,-4.54559516906738,39.9292411804199
"3984","17111871202",1674.30151367188,6032.07275390625,"G1701110871202",5838,1258,16980,68506.328125,2514920,9097878,9461105,2289781,1.00411403179169,0.890357613563538,-0.113756418228149,-416.301513671875,-24.8641910552979,42.5679664611816
"3985","17097860807",810.949168112129,2830.82162803411,"G1700970860807",3474,1045,16980,77629.484375,2514920,9097878,9461105,2289781,1.03632760047913,1.24289488792419,0.206567287445068,234.050827026367,28.8613452911377,48.2368469238281
"3986","17031818800",1750,5628,"G1700310818800",5556,1587,16980,19376.4765625,2514920,9097878,9461105,2289781,1.12486362457275,1.18021905422211,0.055355429649353,-163,-9.31428527832031,12.0400142669678
"3987","17043841114",1366.62145996094,4241,"G1700430841114",4196,1264,16980,40566.1328125,2514920,9097878,9461105,2289781,1.16572439670563,1.24468517303467,0.0789607763290405,-102.621459960938,-7.50913572311401,25.2066898345947
"3988","17031160100",738,2516,"G1700310160100",2485,605,16980,12826.1416015625,2514920,9097878,9461105,2289781,1.06111299991608,1.00595116615295,-0.0551618337631226,-133,-18.0216808319092,7.96981477737427
"3989","17031810502",1326,5075,"G1700310810502",5164,1360,16980,16943.75390625,2514920,9097878,9461105,2289781,0.945199370384216,1.08817958831787,0.142980217933655,34,2.56410264968872,10.5283870697021
"3990","17031151001",799.640319824219,2925,"G1700310151001",2819,667,16980,11998.4267578125,2514920,9097878,9461105,2289781,0.988973736763,0.977639377117157,-0.0113343596458435,-132.640319824219,-16.5874977111816,7.45549535751343
